1511532172.471		285546	216651	25	68756	114	137427	31	323	0	400
1511532172.567		281636	213013	19	68405	199	136784	31	323	0	400
1511532172.668		282183	213133	25	68822	203	137528	31	323	0	400
1511532172.767		286177	216983	19	69080	95	138272	31	323	0	400
1511532172.867		281873	212978	21	68776	98	137400	31	323	0	400
1511532172.967		279407	211000	21	68266	120	136462	31	323	0	400
1511532173.068		278797	210517	20	68162	98	136000	31	323	0	400
1511532173.167		282242	214158	21	67903	160	135720	31	323	0	400
1511532173.267		283686	215006	20	68564	96	137169	31	323	0	400
1511532173.367		284318	215079	20	69099	120	138087	31	323	0	400
1511532173.468		283172	213937	30	69108	97	138167	31	323	0	400
1511532173.567		281226	212322	20	68790	94	137474	31	323	0	400
1511532173.667		281466	212616	21	68731	98	137343	31	323	0	400
1511532173.767		279469	211068	18	68272	111	136697	31	323	0	400
1511532173.867		284730	214180	19	69555	976	138535	31	323	0	400
1511532173.967		283561	214296	21	69141	103	138063	31	323	0	400
1511532174.067		285161	215389	20	69651	101	138642	31	323	0	400
1511532174.167		287337	217898	23	69056	360	137635	31	323	0	400
1511532174.267		289893	219369	21	70353	150	138637	31	323	0	400
1511532174.368		284210	215428	23	68661	98	137317	31	323	0	400
1511532174.468		279029	210909	26	67908	186	135813	31	323	0	400
1511532174.567		280754	212285	23	68348	98	136697	31	323	0	400
1511532174.668		285291	215973	19	69201	98	138185	31	323	0	400
1511532174.768		286133	216215	23	69696	199	138288	31	323	0	400
1511532174.867		288822	219460	20	69248	94	138356	31	323	0	400
1511532174.967		284731	216687	20	67832	192	135631	31	323	0	400
1511532175.067		280667	212217	19	68337	94	136530	31	323	0	400
1511532175.167		278227	210193	23	67913	98	135758	31	323	0	400
1511532175.267		280873	212049	20	68708	96	137007	31	323	0	400
1511532175.367		285890	216639	22	69132	97	138185	31	323	0	400
1511532175.467		282834	213894	18	68825	97	137549	31	323	0	400
1511532175.567		284663	216051	25	68487	100	136789	31	323	0	400
1511532175.667		284703	214869	21	69717	96	138853	31	323	0	400
1511532175.767		282098	213604	19	68366	109	136577	31	323	0	400
1511532175.867		281319	212367	20	68813	119	137390	31	323	0	400
1511532175.967		278794	210760	23	67908	103	135716	31	323	0	400
1511532176.067		279629	211174	22	68315	118	136532	31	323	0	400
1511532176.167		282035	213172	27	68725	111	137383	31	323	0	400
1511532176.267		282137	213198	21	68705	213	137363	31	323	0	400
1511532176.367		282770	213967	20	68662	121	137349	31	323	0	400
1511532176.467		281862	213000	21	68746	95	137961	31	323	0	400
1511532176.567		280793	212404	26	68269	94	136554	31	323	0	400
1511532176.667		281312	212479	15	68622	196	137192	31	323	0	400
1511532176.768		279323	210961	21	68249	92	136525	31	323	0	400
1511532176.867		279800	211651	23	67945	181	135761	31	323	0	400
1511532176.967		281260	212352	22	68783	103	137443	31	323	0	400
1511532177.067		285979	215994	21	69124	840	137773	31	323	0	400
1511532177.167		283508	214143	21	69245	99	138226	31	323	0	400
1511532177.267		283709	214345	20	69245	99	138415	31	323	0	400
1511532177.367		279712	211186	20	68408	98	136703	31	323	0	400
1511532177.467		278194	210087	21	67892	194	135946	31	323	0	400
1511532177.567		282870	213153	17	69607	93	137947	31	323	0	400
1511532177.667		279832	211425	20	68313	74	136574	31	323	0	400
1511532177.767		283086	214473	20	68394	199	137210	31	323	0	400
1511532177.867		283443	214705	20	68543	175	136907	31	323	0	400
1511532177.968		284213	215281	20	68749	163	137580	31	323	0	400
1511532178.067		285115	215991	17	68886	221	137739	31	323	0	400
1511532178.167		281170	213132	28	67908	102	135774	31	323	0	400
1511532178.267		282497	213955	19	68417	106	136727	31	323	0	400
1511532178.368		281297	212939	21	68217	120	136171	31	323	0	400
1511532178.468		282127	213539	20	68364	204	136590	31	323	0	400
1511532178.567		282896	214217	22	68560	97	136957	31	323	0	400
1511532178.668		281607	212911	21	68567	108	136891	31	323	0	400
1511532178.768		283995	215042	20	68826	107	137529	31	323	0	400
1511532178.868		291271	216118	22	69494	5637	138684	31	323	0	400
1511532178.967		280798	212640	23	68028	107	135910	31	323	0	400
1511532179.067		285036	216224	29	68677	106	137392	31	323	0	400
1511532179.167		282722	214114	19	68492	97	136832	31	323	0	400
1511532179.267		282866	214238	18	68512	98	136806	31	323	0	400
1511532179.367		284345	215462	33	68647	203	137392	31	323	0	400
1511532179.467		282515	213836	22	68558	99	136964	31	323	0	400
1511532179.567		286936	217545	19	69272	100	138315	31	323	0	400
1511532179.667		283772	212915	21	70731	105	139200	31	323	0	400
1511532179.767		289272	221111	22	67977	162	135800	31	323	0	400
1511532179.868		283691	214407	20	69168	96	137367	31	323	0	400
1511532179.967		286127	217606	21	68407	93	136669	31	323	0	400
1511532180.067		279561	211373	24	68063	101	135975	31	323	0	400
1511532180.168		290087	216462	19	73509	97	142509	31	323	0	400
1511532180.267		283829	214958	21	68733	117	137513	31	323	0	400
1511532180.367		283225	214574	21	68531	99	136863	31	323	0	400
1511532180.467		285607	216255	21	69116	215	138135	31	323	0	400
1511532180.567		285265	216772	23	68369	101	136543	31	323	0	400
1511532180.667		284646	215748	21	68647	230	137460	31	323	0	400
1511532180.768		280209	212203	22	67907	77	135664	31	323	0	400
1511532180.867		282988	214316	23	68452	197	136792	31	323	0	400
1511532180.968		279998	211408	17	68466	107	136881	31	323	0	400
1511532181.068		283972	214613	22	69243	94	138338	31	323	0	400
1511532181.167		284377	215019	20	69146	192	138250	31	323	0	400
1511532181.267		282164	213459	59	68480	166	136998	31	323	0	400
1511532181.367		280140	211867	31	68136	106	136038	31	323	0	400
1511532181.467		281422	213144	19	68050	209	135962	31	323	0	400
1511532181.567		281348	213127	16	68040	165	136095	31	323	0	400
1511532181.667		281802	213305	21	68367	109	136751	31	323	0	400
1511532181.767		285719	216443	21	69147	108	138228	31	323	0	400
1511532181.867		285475	216415	22	68939	99	137731	31	323	0	400
1511532181.967		283264	214637	23	68463	141	136827	31	323	0	400
1511532182.067		283519	214599	20	68800	100	137242	31	323	0	400
1511532182.167		282940	214332	22	68410	176	136774	31	323	0	400
1511532182.267		281258	213027	22	68035	174	136102	31	323	0	400
1511532182.367		284801	215945	21	68738	97	137465	31	323	0	400
1511532182.468		284610	215653	22	68832	103	137534	31	323	0	400
1511532182.567		283898	214884	20	68853	141	137705	31	323	0	400
1511532182.667		283365	214770	21	68471	103	136906	31	323	0	400
1511532182.768		282788	213861	27	68802	98	137594	31	323	0	400
1511532182.868		286360	216839	20	69339	162	138501	31	323	0	400
1511532182.967		282920	214330	20	68464	106	136738	31	323	0	400
1511532183.068		283189	214565	21	68507	96	136824	31	323	0	400
1511532183.167		289437	214948	20	74374	95	142610	31	323	0	400
1511532183.268		281970	213595	24	68259	92	136620	31	323	0	400
1511532183.367		281172	212502	21	68555	94	136983	31	323	0	400
1511532183.468		283783	214684	23	68973	103	137640	31	323	0	400
1511532183.567		284854	215824	21	68911	98	137615	31	323	0	400
1511532183.667		284975	216035	27	68815	98	138650	31	323	0	400
1511532183.767		284258	215588	19	68412	239	136755	31	323	0	400
1511532183.867		281834	213324	24	68384	102	136625	31	323	0	400
1511532183.967		281275	212534	21	68623	97	136898	31	323	0	400
1511532184.067		284593	215498	20	68951	124	137514	31	323	0	400
1511532184.168		286494	216852	27	69518	97	138635	31	323	0	400
1511532184.267		284768	215801	26	68745	196	137595	31	323	0	400
1511532184.368		281614	212581	23	68860	150	137506	31	323	0	400
1511532184.467		284081	214723	20	69129	209	138325	31	323	0	400
1511532184.567		281640	213479	24	67970	167	135779	31	323	0	400
1511532184.667		283975	215108	22	68751	94	137378	31	323	0	400
1511532184.767		281763	213349	25	68289	100	136566	31	323	0	400
1511532184.867		278434	210019	20	68298	97	136285	31	323	0	400
1511532184.968		286314	216986	21	69212	95	138353	31	323	0	400
1511532185.067		284768	215726	19	68930	93	137771	31	323	0	400
1511532185.168		284681	215575	22	68978	106	137642	31	323	0	400
1511532185.267		285081	216029	20	68913	119	137732	31	323	0	400
1511532185.367		285199	216166	22	68771	240	137472	31	323	0	400
1511532185.468		282727	214220	23	68360	124	136712	31	323	0	400
1511532185.567		283101	214241	24	68717	119	137402	31	323	0	400
1511532185.667		286571	217923	20	68529	99	136874	31	323	0	400
1511532185.767		284664	215769	22	68781	92	137588	31	323	0	400
1511532185.867		283354	214693	22	68541	98	136994	31	323	0	400
1511532185.968		283946	215244	21	68585	96	136849	31	323	0	400
1511532186.068		285241	216218	21	68899	103	137729	31	323	0	400
1511532186.168		282332	214173	20	68045	94	136022	31	323	0	400
1511532186.267		281396	213199	20	68077	100	136203	31	323	0	400
1511532186.367		283086	214605	27	68357	97	136706	31	323	0	400
1511532186.467		281255	213036	21	68108	90	136055	31	323	0	400
1511532186.567		285801	216557	20	69132	92	138229	31	323	0	400
1511532186.667		280850	211968	23	68765	94	137417	31	323	0	400
1511532186.768		281860	212927	19	68805	109	137591	31	323	0	400
1511532186.867		283296	214539	22	68628	107	137017	31	323	0	400
1511532186.967		283427	214948	22	68344	113	136490	31	323	0	400
1511532187.067		284453	215476	22	68846	109	137544	31	323	0	400
1511532187.167		282425	213877	22	68432	94	136739	31	323	0	400
1511532187.267		281615	213308	21	68088	198	136077	31	323	0	400
1511532187.367		288325	218875	20	69328	102	138413	31	323	0	400
1511532187.467		283106	214389	22	68598	97	136992	31	323	0	400
1511532187.567		284474	215332	21	68867	254	137514	31	323	0	400
1511532187.668		282746	214005	22	68621	98	137061	31	323	0	400
1511532187.767		281934	213228	23	68576	107	136834	31	323	0	400
1511532187.868		283594	215071	22	68407	94	136762	31	323	0	400
1511532187.967		281356	213280	22	67958	96	135879	31	323	0	400
1511532188.067		282962	214419	19	68426	98	136687	31	323	0	400
1511532188.167		281561	212823	22	68521	195	136808	31	323	0	400
1511532188.267		285278	215716	22	69441	99	138223	31	323	0	400
1511532188.367		284257	215093	18	69051	95	138080	31	323	0	400
1511532188.467		280391	211922	26	68349	94	136700	31	323	0	400
1511532188.568		285379	216952	21	68308	98	136593	31	323	0	400
1511532188.667		279755	211236	22	68298	199	136632	31	323	0	400
1511532188.767		281732	212767	22	68732	211	137282	31	323	0	400
1511532188.867		282585	213912	22	68445	206	136812	31	323	0	400
1511532188.967		288087	219504	28	68350	205	136667	31	323	0	400
1511532189.067		285896	216970	21	68799	106	137655	31	323	0	400
1511532189.167		290558	221428	23	69003	104	137744	31	323	0	400
1511532189.268		283438	214159	19	69153	107	137462	31	323	0	400
1511532189.368		287447	218909	22	68413	103	137321	31	323	0	400
1511532189.467		281316	212613	22	68582	99	136805	31	323	0	400
1511532189.567		282602	214257	25	68225	95	136458	31	323	0	400
1511532189.667		279268	211008	24	68129	107	136059	31	323	0	400
1511532189.767		280965	212576	19	68279	91	136984	31	323	0	400
1511532189.868		289007	219786	20	69105	96	140013	31	323	0	400
1511532189.967		282215	213565	22	68508	120	136837	31	323	0	400
1511532190.068		283838	214501	22	69216	99	138260	31	323	0	400
1511532190.167		284097	215562	23	68275	237	136488	31	323	0	400
1511532190.267		282977	214498	23	68353	103	136635	31	323	0	400
1511532190.367		282931	214285	21	68410	215	136788	31	323	0	400
1511532190.467		282925	214352	22	68355	196	136544	31	323	0	400
1511532190.568		283259	214714	21	68399	125	136731	31	323	0	400
1511532190.667		287283	217944	23	69223	93	138399	31	323	0	400
1511532190.767		286276	216833	21	69325	97	138520	31	323	0	400
1511532190.867		285057	215773	18	69181	85	137927	31	323	0	400
1511532190.968		284990	216081	20	68779	110	137450	31	323	0	400
1511532191.067		284352	215445	22	68790	95	137553	31	323	0	400
1511532191.168		283124	214602	23	68391	108	136707	31	323	0	400
1511532191.267		282851	214303	21	68391	136	136747	31	323	0	400
1511532191.367		284776	215904	20	68734	118	137501	31	323	0	400
1511532191.467		285774	216734	23	68918	99	137650	31	323	0	400
1511532191.567		286101	216592	23	69388	98	138505	31	323	0	400
1511532191.667		284706	215690	20	68817	179	137529	31	323	0	400
1511532191.768		282986	214420	20	68445	101	136735	31	323	0	400
1511532191.868		280793	212550	21	68127	95	136131	31	323	0	400
1511532191.967		284056	215264	20	68675	97	137260	31	323	0	400
1511532192.067		282768	214283	21	68359	105	136612	31	323	0	400
1511532192.167		283175	214620	22	68438	95	136749	31	323	0	400
1511532192.268		288134	219246	21	68773	94	137922	31	323	0	400
1511532192.367		285922	216850	26	68947	99	137742	31	323	0	400
1511532192.467		284844	215868	21	68858	97	137603	31	323	0	400
1511532192.567		284409	215430	29	68729	221	137483	31	323	0	400
1511532192.667		283270	214718	21	68436	95	136858	31	323	0	400
1511532192.767		281649	213446	24	68077	102	136080	31	323	0	400
1511532192.867		284247	215525	23	68607	92	136936	31	323	0	400
1511532192.967		285902	216443	26	69336	97	138551	31	323	0	400
1511532193.068		283468	214438	21	68916	93	137652	31	323	0	400
1511532193.168		282382	213757	22	68505	98	136864	31	323	0	400
1511532193.267		285329	216031	22	69160	116	138344	31	323	0	400
1511532193.367		282534	214300	21	68023	190	136055	31	323	0	400
1511532193.468		283499	214895	22	68485	97	136816	31	323	0	400
1511532193.568		284471	215488	30	68812	141	137419	31	323	0	400
1511532193.667		284579	215551	22	68908	98	137629	31	323	0	400
1511532193.768		285213	216175	22	68816	200	137659	31	323	0	400
1511532193.867		285309	216210	22	68971	106	137796	31	323	0	400
1511532193.967		286680	217014	30	69527	109	138741	31	323	0	400
1511532194.067		283568	214792	20	68655	101	137012	31	323	0	400
1511532194.167		284605	215253	23	69235	94	137618	31	323	0	400
1511532194.267		282698	213954	31	68521	192	136925	31	323	0	400
1511532194.367		284463	215407	22	68833	201	137567	31	323	0	400
1511532194.467		284409	216183	20	68009	197	135999	31	323	0	400
1511532194.567		284685	215616	20	68948	101	137649	31	323	0	400
1511532194.667		287658	216083	22	71376	177	140313	31	323	0	400
1511532194.768		284701	215516	22	69062	101	137790	31	323	0	400
1511532194.867		283685	215024	27	68539	95	136843	31	323	0	400
1511532194.967		284675	215706	21	68821	127	137571	31	323	0	400
1511532195.068		282725	214160	22	68443	100	136700	31	323	0	400
1511532195.167		281783	212934	21	68726	102	137477	31	323	0	400
1511532195.267		281731	213137	19	68477	98	136874	31	323	0	400
1511532195.367		282676	214037	22	68515	102	136853	31	323	0	400
1511532195.468		283043	214347	20	68563	113	136934	31	323	0	400
1511532195.567		285351	216374	19	68860	98	137557	31	323	0	400
1511532195.667		291416	222364	24	68937	91	137722	31	323	0	400
1511532195.767		282927	214487	20	68256	164	136505	31	323	0	400
1511532195.867		282836	214074	22	68619	121	136921	31	323	0	400
1511532195.967		283855	214966	15	68774	100	137313	31	323	0	400
1511532196.067		280941	212258	20	68563	100	136801	31	323	0	400
1511532196.167		285349	216381	20	68833	115	137623	31	323	0	400
1511532196.267		284460	215399	21	68857	183	137610	31	323	0	400
1511532196.367		285247	216123	22	68912	190	137669	31	323	0	400
1511532196.468		283512	214792	20	68604	96	136927	31	323	0	400
1511532196.567		280692	212040	23	68429	200	136772	31	323	0	400
1511532196.667		280875	212310	25	68376	164	136659	31	323	0	400
1511532196.767		284318	215412	22	68786	98	137587	31	323	0	400
1511532196.868		283405	214369	21	68917	98	137593	31	323	0	400
1511532196.967		283823	214760	22	68941	100	137668	31	323	0	400
