1511540066.808		306753	222872	24	83774	83	151718	120	794	0	301
1511540066.893		292684	211188	22	81423	51	150570	90	812	0	200
1511540066.992		293502	210039	21	83402	40	152251	140	620	0	200
1511540067.093		290969	211031	22	79883	33	149060	90	812	0	200
1511540067.193		289635	207321	23	82253	38	150210	140	627	0	200
1511540067.293		287621	207585	31	79974	31	147966	90	991	0	200
1511540067.393		291927	208728	22	83137	40	151415	158	621	0	200
1511540067.492		290024	207424	22	82538	40	150477	120	794	0	301
1511540067.592		291054	211395	22	79601	36	148761	90	812	0	200
1511540067.693		295084	211609	20	83423	32	152563	140	620	0	200
1511540067.793		286176	208859	23	77263	31	145594	90	812	0	200
1511540067.892		291075	209512	20	81509	34	150167	140	627	0	200
1511540067.993		288710	209730	22	78933	25	147740	90	991	0	200
1511540068.093		292816	210986	18	81774	38	150904	158	621	0	200
1511540068.193		289919	209355	21	80506	37	149259	120	794	0	301
1511540068.292		287821	209568	24	78188	41	146950	90	812	0	200
1511540068.392		291916	209860	23	81995	38	150738	140	620	0	200
1511540068.492		286714	208619	22	78042	31	146430	90	812	0	200
1511540068.592		291785	210122	22	81595	46	149971	140	627	0	200
1511540068.693		286075	207862	20	78152	41	146130	90	991	0	200
1511540068.792		296009	211253	29	84682	45	153829	158	621	0	200
1511540068.892		288749	207853	25	80809	62	148784	120	794	0	301
1511540068.992		287390	208815	23	78521	31	146849	90	812	0	200
1511540069.093		285744	207646	30	78031	37	145964	140	620	0	200
1511540069.192		290258	211140	22	79055	41	148239	90	812	0	200
1511540069.292		294888	211980	27	82842	39	151990	140	627	0	200
1511540069.393		292448	211520	24	80874	30	149991	90	991	0	200
1511540069.493		292362	209882	23	82415	42	151152	158	621	0	200
1511540069.592		289925	208541	20	81330	34	149724	120	794	0	301
1511540069.693		288796	210066	21	78658	51	147416	90	812	0	200
1511540069.793		288507	207471	16	80981	39	149045	140	620	0	200
1511540069.892		288492	210129	22	78310	31	147125	90	812	0	200
1511540069.993		289738	208518	22	81161	37	149436	140	627	0	200
1511540070.092		283884	207524	20	76309	31	144218	90	991	0	200
1511540070.193		290947	208673	21	82221	32	150649	158	621	0	200
1511540070.292		289970	208629	28	81273	40	149670	120	794	0	301
1511540070.393		287203	210704	23	76443	33	145819	90	812	0	200
1511540070.492		292646	210343	21	82243	39	151029	140	620	0	200
1511540070.593		289362	209979	21	79328	34	148021	90	812	0	200
1511540070.692		292363	211110	22	81184	47	150260	140	627	0	200
1511540070.793		288111	209619	26	78434	32	147133	90	991	0	200
1511540070.892		294681	211140	23	83478	40	152639	158	621	0	200
1511540070.992		296824	209901	21	86860	42	155500	120	794	0	301
1511540071.093		288152	209143	22	78947	40	147511	90	812	0	200
1511540071.193		289233	208522	22	80657	32	148909	140	620	0	200
1511540071.292		286708	208443	19	78214	32	146611	90	812	0	200
1511540071.393		287351	206363	18	80932	38	148786	140	627	0	200
1511540071.493		287687	208599	23	79027	38	147381	90	991	0	200
1511540071.592		290878	209405	23	81407	43	150033	158	621	0	200
1511540071.692		294254	211332	23	82856	43	152050	120	794	0	301
1511540071.792		290486	211422	20	79016	28	147884	90	812	0	200
1511540071.893		302269	207858	24	94338	49	162266	140	620	0	200
1511540071.993		288218	209844	27	78316	31	146945	90	812	0	200
1511540072.093		292541	210012	23	82468	38	151264	140	627	0	200
1511540072.192		288175	210143	22	77982	28	146746	90	991	0	200
1511540072.292		292486	210061	23	82361	41	151152	158	621	0	200
1511540072.393		287799	208803	21	78937	38	147306	120	794	0	301
1511540072.492		284081	206713	21	77306	41	145209	90	812	0	200
1511540072.592		290188	207986	24	82142	36	150414	140	620	0	200
1511540072.693		286932	208383	23	78492	34	146714	90	812	0	200
1511540072.793		294484	210919	23	83504	38	152602	140	627	0	200
1511540072.893		287016	208513	23	78448	32	146852	90	991	0	200
1511540072.993		290449	208446	23	81937	43	150324	158	621	0	200
1511540073.093		288502	207607	26	80828	41	148774	120	794	0	301
1511540073.193		289822	210767	21	79006	28	148189	90	812	0	200
1511540073.293		289365	208970	23	80334	38	148916	140	620	0	200
1511540073.392		288673	210161	22	78457	33	147328	90	812	0	200
1511540073.492		292008	209936	23	82010	39	150813	140	627	0	200
1511540073.592		286586	208554	21	77982	29	146337	90	991	0	200
1511540073.693		292945	211284	17	81580	64	150223	158	621	0	200
1511540073.792		287909	207185	24	80652	48	148476	120	794	0	301
1511540073.893		288510	209908	21	78553	28	147270	90	812	0	200
1511540073.993		291641	208636	23	82940	42	151178	140	620	0	200
1511540074.092		286956	208643	22	78260	31	146692	90	812	0	200
1511540074.192		291026	209015	23	81951	37	150490	140	627	0	200
1511540074.293		286437	208610	22	77774	31	146097	90	991	0	200
1511540074.392		294254	211162	22	83024	46	152181	158	621	0	200
1511540074.492		287692	208696	25	78929	42	147278	120	794	0	301
1511540074.593		289933	210462	27	79410	34	148204	90	812	0	200
1511540074.692		294250	211483	21	82707	39	151940	140	620	0	200
1511540074.793		283138	207414	64	75624	36	143573	90	812	0	200
1511540074.892		290271	208923	23	81287	38	149693	140	627	0	200
1511540074.993		291293	212430	24	78808	31	147941	90	991	0	200
1511540075.093		290636	208667	21	81910	38	150211	158	621	0	200
1511540075.192		289821	208485	25	81272	39	149534	120	794	0	301
1511540075.293		289391	210990	23	78337	41	146534	90	812	0	200
1511540075.392		290216	208910	22	81246	38	149489	140	620	0	200
1511540075.492		286737	208324	22	78356	35	146538	90	812	0	200
1511540075.592		292755	211007	20	81696	32	150896	140	627	0	200
1511540075.692		288762	210220	22	78490	30	147246	90	991	0	200
1511540075.792		292429	210566	22	81726	115	150797	158	621	0	200
1511540075.893		289220	207691	26	81460	43	149829	120	794	0	301
1511540075.993		286699	208251	24	78393	31	146740	90	812	0	200
1511540076.092		293454	210159	20	83237	38	151931	140	620	0	200
1511540076.193		289826	209986	23	79787	30	148608	90	812	0	200
1511540076.293		294668	210774	23	83832	39	152973	140	627	0	200
1511540076.392		288350	208697	22	79600	31	147992	90	991	0	200
1511540076.493		291763	208869	24	82830	40	151150	158	621	0	200
1511540076.593		288743	208854	21	79824	44	148208	120	794	0	301
1511540076.693		286298	208518	31	77717	32	146007	90	812	0	200
1511540076.793		292411	210131	25	82218	37	151067	140	620	0	200
1511540076.893		286464	207188	20	79225	31	147177	90	812	0	200
1511540076.992		290869	208192	20	82608	49	150987	140	627	0	200
1511540077.092		286231	209060	21	77104	46	145827	90	991	0	200
1511540077.192		291044	208957	21	82029	37	150781	158	621	0	200
1511540077.293		290866	209195	21	81609	41	150231	120	794	0	301
1511540077.392		285274	207878	29	77334	33	145798	90	812	0	200
1511540077.492		293076	210049	22	82964	41	151628	140	620	0	200
1511540077.593		285461	208060	24	77349	28	145656	90	812	0	200
1511540077.693		291723	209510	20	82153	40	150728	140	627	0	200
1511540077.793		287054	208680	22	78321	31	146626	90	991	0	200
1511540077.892		296554	211950	21	84546	37	152979	158	621	0	200
1511540077.992		287795	207333	24	80398	40	148311	120	794	0	301
1511540078.093		287436	209394	21	77987	34	146644	90	812	0	200
1511540078.193		292444	210082	24	82300	38	150914	140	620	0	200
1511540078.292		290048	210931	23	79056	38	148200	90	812	0	200
1511540078.392		293489	211699	23	81730	37	150872	140	627	0	200
1511540078.492		286684	208836	29	77789	30	146142	90	991	0	200
1511540078.592		292053	209897	23	82093	40	150872	158	621	0	200
1511540078.692		288832	207784	23	80984	41	149301	120	794	0	301
1511540078.792		285655	207433	23	78169	30	146039	90	812	0	200
1511540078.893		292080	210014	23	82003	40	150921	140	620	0	200
1511540078.992		288526	210460	22	78013	31	146798	90	812	0	200
1511540079.092		289613	207505	22	82052	34	149987	140	627	0	200
1511540079.193		287370	208775	29	78536	30	146864	90	991	0	200
1511540079.293		290864	208857	22	81947	38	150215	158	621	0	200
1511540079.393		289566	208637	27	80863	39	149178	120	794	0	301
1511540079.492		289271	209947	21	79266	37	148078	90	812	0	200
1511540079.592		291296	208843	21	82388	44	150780	140	620	0	200
1511540079.692		287960	210350	18	77560	32	146349	90	812	0	200
1511540079.792		293945	210552	23	83328	42	152396	140	627	0	200
1511540079.892		286362	208568	22	77727	45	146067	90	991	0	200
1511540079.993		291306	209054	22	82194	36	150484	158	621	0	200
1511540080.093		292054	210074	21	81920	39	150783	120	794	0	301
1511540080.193		287340	208662	32	78615	31	146962	90	812	0	200
1511540080.293		290846	209694	23	81089	40	149802	140	620	0	200
1511540080.393		286912	208642	20	78218	32	146555	90	812	0	200
1511540080.492		290022	208392	21	81571	38	149840	140	627	0	200
1511540080.592		286289	208455	22	77780	32	146063	90	991	0	200
1511540080.693		290604	209781	33	80744	46	149383	158	621	0	200
1511540080.792		291438	210018	14	81359	47	150160	120	794	0	301
1511540080.892		288366	209697	24	78573	72	147284	90	812	0	200
1511540080.992		285769	207367	28	78342	32	146200	140	620	0	200
1511540081.093		294164	210857	23	83250	34	152327	90	812	0	200
1511540081.193		290947	208577	24	82308	38	150635	140	627	0	200
1511540081.292		286640	209116	15	77477	32	146292	90	991	0	200
1511540081.392		290958	208271	24	82625	38	150997	158	621	0	200
1511540081.492		291252	210016	20	81175	41	149904	120	794	0	301
1511540081.592		288538	209462	21	79022	33	147644	90	812	0	200
1511540081.692		293317	210739	59	82481	38	150829	140	620	0	200
1511540081.792		291884	209323	22	82505	34	151090	90	812	0	200
1511540081.892		293648	209695	25	83879	49	152508	140	627	0	200
1511540081.992		288783	208764	21	79967	31	148207	90	991	0	200
1511540082.093		292761	209999	24	82701	37	151438	158	621	0	200
1511540082.193		298788	218957	22	79775	34	148058	120	794	0	301
1511540082.293		288839	209855	22	78922	40	147654	90	812	0	200
1511540082.392		291678	209934	21	81679	44	150388	140	620	0	200
1511540082.493		287298	208887	22	78350	39	146688	90	812	0	200
1511540082.593		290593	208735	18	81799	41	150164	140	627	0	200
1511540082.693		286229	207962	24	78202	41	146127	90	991	0	200
1511540082.793		290709	207096	22	83556	35	151498	158	621	0	200
1511540082.892		292623	209966	62	82555	40	151282	120	794	0	301
1511540082.992		287895	209029	22	78814	30	147187	90	812	0	200
1511540083.092		291424	209081	22	82278	43	150690	140	620	0	200
1511540083.193		287399	208790	22	78553	34	146807	90	812	0	200
1511540083.292		291202	209233	23	81906	40	150258	140	627	0	200
1511540083.393		289120	210179	25	78885	31	147575	90	991	0	200
1511540083.492		291567	210067	23	81427	50	150209	158	621	0	200
1511540083.592		289852	209025	21	80774	32	149243	120	794	0	301
1511540083.693		291453	211357	24	80040	32	149157	90	812	0	200
1511540083.793		293466	208848	21	84559	38	152895	140	620	0	200
1511540083.892		287410	209132	23	78222	33	146621	90	812	0	200
1511540083.992		292363	210503	23	81786	51	150574	140	627	0	200
1511540084.093		303363	224207	31	79092	33	147832	90	991	0	200
1511540084.193		290695	208995	20	81639	41	150088	158	621	0	200
